,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,GDP Value
1047,ISL,GDP,TOT,MLN_USD,A,1985,4043.3631
1048,ISL,GDP,TOT,MLN_USD,A,1986,4383.5992
1049,ISL,GDP,TOT,MLN_USD,A,1987,4879.6152
1050,ISL,GDP,TOT,MLN_USD,A,1988,5045.9143
1051,ISL,GDP,TOT,MLN_USD,A,1989,5255.6481
1052,ISL,GDP,TOT,MLN_USD,A,1990,5513.7942
1053,ISL,GDP,TOT,MLN_USD,A,1991,5684.5865
1054,ISL,GDP,TOT,MLN_USD,A,1992,5618.0056
1055,ISL,GDP,TOT,MLN_USD,A,1993,5827.218000000001
1056,ISL,GDP,TOT,MLN_USD,A,1994,6166.0003
1057,ISL,GDP,TOT,MLN_USD,A,1995,6301.9417
1058,ISL,GDP,TOT,MLN_USD,A,1996,6567.4213
1059,ISL,GDP,TOT,MLN_USD,A,1997,7261.9566
1060,ISL,GDP,TOT,MLN_USD,A,1998,7818.1534
1061,ISL,GDP,TOT,MLN_USD,A,1999,8139.5867
1062,ISL,GDP,TOT,MLN_USD,A,2000,8282.4507
1063,ISL,GDP,TOT,MLN_USD,A,2001,8986.2223
1064,ISL,GDP,TOT,MLN_USD,A,2002,9263.912
1065,ISL,GDP,TOT,MLN_USD,A,2003,9362.5832
1066,ISL,GDP,TOT,MLN_USD,A,2004,10319.7467
1067,ISL,GDP,TOT,MLN_USD,A,2005,10968.8139
1068,ISL,GDP,TOT,MLN_USD,A,2006,11761.8359
1069,ISL,GDP,TOT,MLN_USD,A,2007,12705.6912
1070,ISL,GDP,TOT,MLN_USD,A,2008,13560.2952
1071,ISL,GDP,TOT,MLN_USD,A,2009,13120.8719
1072,ISL,GDP,TOT,MLN_USD,A,2010,12255.813999999998
1073,ISL,GDP,TOT,MLN_USD,A,2011,12639.9522
1074,ISL,GDP,TOT,MLN_USD,A,2012,13051.8705
1075,ISL,GDP,TOT,MLN_USD,A,2013,13863.9906
1076,ISL,GDP,TOT,MLN_USD,A,2014,14583.7401
1077,ISL,GDP,TOT,MLN_USD,A,2015,15713.5886
1078,ISL,GDP,TOT,MLN_USD,A,2016,17022.0811
1079,ISL,GDP,TOT,MLN_USD,A,2017,18140.1656
1080,ISL,GDP,TOT,USD_CAP,A,1970,3804.320585
1081,ISL,GDP,TOT,USD_CAP,A,1971,4476.02369
1082,ISL,GDP,TOT,USD_CAP,A,1972,4882.856259
1083,ISL,GDP,TOT,USD_CAP,A,1973,5419.009136
1084,ISL,GDP,TOT,USD_CAP,A,1974,6156.986344
1085,ISL,GDP,TOT,USD_CAP,A,1975,6686.616685
1086,ISL,GDP,TOT,USD_CAP,A,1976,7402.625981
1087,ISL,GDP,TOT,USD_CAP,A,1977,8490.218132
1088,ISL,GDP,TOT,USD_CAP,A,1978,9557.038345
1089,ISL,GDP,TOT,USD_CAP,A,1979,10745.03597
1090,ISL,GDP,TOT,USD_CAP,A,1980,12256.44376
1091,ISL,GDP,TOT,USD_CAP,A,1981,13812.3369
1092,ISL,GDP,TOT,USD_CAP,A,1982,14780.731119999999
1093,ISL,GDP,TOT,USD_CAP,A,1983,14840.75791
1094,ISL,GDP,TOT,USD_CAP,A,1984,15837.716380000002
1095,ISL,GDP,TOT,USD_CAP,A,1985,16749.43184
1096,ISL,GDP,TOT,USD_CAP,A,1986,18024.0009
1097,ISL,GDP,TOT,USD_CAP,A,1987,19838.89874
1098,ISL,GDP,TOT,USD_CAP,A,1988,20192.94584
1099,ISL,GDP,TOT,USD_CAP,A,1989,20794.18895
1100,ISL,GDP,TOT,USD_CAP,A,1990,21640.713669999997
1101,ISL,GDP,TOT,USD_CAP,A,1991,22036.27061
1102,ISL,GDP,TOT,USD_CAP,A,1992,21516.434690000002
1103,ISL,GDP,TOT,USD_CAP,A,1993,22090.953569999998
1104,ISL,GDP,TOT,USD_CAP,A,1994,23179.92957
1105,ISL,GDP,TOT,USD_CAP,A,1995,23567.47067
1106,ISL,GDP,TOT,USD_CAP,A,1996,24423.28475
1107,ISL,GDP,TOT,USD_CAP,A,1997,26806.779769999997
1108,ISL,GDP,TOT,USD_CAP,A,1998,28554.249239999997
1109,ISL,GDP,TOT,USD_CAP,A,1999,29363.5883
1110,ISL,GDP,TOT,USD_CAP,A,2000,29453.949760000003
1111,ISL,GDP,TOT,USD_CAP,A,2001,31519.54523
1112,ISL,GDP,TOT,USD_CAP,A,2002,32211.09892
1113,ISL,GDP,TOT,USD_CAP,A,2003,32362.88712
1114,ISL,GDP,TOT,USD_CAP,A,2004,35269.12748
1115,ISL,GDP,TOT,USD_CAP,A,2005,37069.3273
1116,ISL,GDP,TOT,USD_CAP,A,2006,38652.10626
1117,ISL,GDP,TOT,USD_CAP,A,2007,40801.83427
1118,ISL,GDP,TOT,USD_CAP,A,2008,42455.52669
1119,ISL,GDP,TOT,USD_CAP,A,2009,41105.4883
1120,ISL,GDP,TOT,USD_CAP,A,2010,38540.2955
1121,ISL,GDP,TOT,USD_CAP,A,2011,39623.674719999995
1122,ISL,GDP,TOT,USD_CAP,A,2012,40698.06825
1123,ISL,GDP,TOT,USD_CAP,A,2013,42816.5244
1124,ISL,GDP,TOT,USD_CAP,A,2014,44544.10545
1125,ISL,GDP,TOT,USD_CAP,A,2015,47501.77941
1126,ISL,GDP,TOT,USD_CAP,A,2016,50751.58353
1127,ISL,GDP,TOT,USD_CAP,A,2017,52825.17658
1128,IRL,GDP,TOT,MLN_USD,A,1970,7270.4162
1129,IRL,GDP,TOT,MLN_USD,A,1971,7904.6713
1130,IRL,GDP,TOT,MLN_USD,A,1972,8782.0887
1131,IRL,GDP,TOT,MLN_USD,A,1973,9697.2184
1132,IRL,GDP,TOT,MLN_USD,A,1974,11018.5605
1133,IRL,GDP,TOT,MLN_USD,A,1975,12720.0418
1134,IRL,GDP,TOT,MLN_USD,A,1976,13605.3958
1135,IRL,GDP,TOT,MLN_USD,A,1977,15635.8124
1136,IRL,GDP,TOT,MLN_USD,A,1978,17936.2472
1137,IRL,GDP,TOT,MLN_USD,A,1979,20013.7382
1138,IRL,GDP,TOT,MLN_USD,A,1980,22490.5534
1139,IRL,GDP,TOT,MLN_USD,A,1981,25408.0076
1140,IRL,GDP,TOT,MLN_USD,A,1982,27600.4312
1141,IRL,GDP,TOT,MLN_USD,A,1983,28620.107000000004
1142,IRL,GDP,TOT,MLN_USD,A,1984,30926.0614
1143,IRL,GDP,TOT,MLN_USD,A,1985,32900.3673
1144,IRL,GDP,TOT,MLN_USD,A,1986,33420.4074
1145,IRL,GDP,TOT,MLN_USD,A,1987,35871.2448
1146,IRL,GDP,TOT,MLN_USD,A,1988,39064.1351
1147,IRL,GDP,TOT,MLN_USD,A,1989,42942.4168
1148,IRL,GDP,TOT,MLN_USD,A,1990,48301.1472
1149,IRL,GDP,TOT,MLN_USD,A,1991,50871.9182
1150,IRL,GDP,TOT,MLN_USD,A,1992,53771.1273
1151,IRL,GDP,TOT,MLN_USD,A,1993,56532.7774
1152,IRL,GDP,TOT,MLN_USD,A,1994,61059.0469
1153,IRL,GDP,TOT,MLN_USD,A,1995,68337.9214
1154,IRL,GDP,TOT,MLN_USD,A,1996,74477.0345
1155,IRL,GDP,TOT,MLN_USD,A,1997,83091.9213
1156,IRL,GDP,TOT,MLN_USD,A,1998,92962.26199999999
1157,IRL,GDP,TOT,MLN_USD,A,1999,101361.4247
1158,IRL,GDP,TOT,MLN_USD,A,2000,114813.6371
1159,IRL,GDP,TOT,MLN_USD,A,2001,125935.814
1160,IRL,GDP,TOT,MLN_USD,A,2002,138451.7822
1161,IRL,GDP,TOT,MLN_USD,A,2003,144814.71
1162,IRL,GDP,TOT,MLN_USD,A,2004,157450.5594
1163,IRL,GDP,TOT,MLN_USD,A,2005,168217.6903
1164,IRL,GDP,TOT,MLN_USD,A,2006,188938.6318
1165,IRL,GDP,TOT,MLN_USD,A,2007,205657.7812
1166,IRL,GDP,TOT,MLN_USD,A,2008,198813.7927
1167,IRL,GDP,TOT,MLN_USD,A,2009,188736.1694
1168,IRL,GDP,TOT,MLN_USD,A,2010,197611.2522
1169,IRL,GDP,TOT,MLN_USD,A,2011,205817.797
1170,IRL,GDP,TOT,MLN_USD,A,2012,212880.6363
1171,IRL,GDP,TOT,MLN_USD,A,2013,221790.1441
1172,IRL,GDP,TOT,MLN_USD,A,2014,238440.77399999998
1173,IRL,GDP,TOT,MLN_USD,A,2015,322972.4431
1174,IRL,GDP,TOT,MLN_USD,A,2016,336608.4838
1175,IRL,GDP,TOT,MLN_USD,A,2017,361630.6779
1176,IRL,GDP,TOT,USD_CAP,A,1970,2464.547868
1177,IRL,GDP,TOT,USD_CAP,A,1971,2654.355692
1178,IRL,GDP,TOT,USD_CAP,A,1972,2904.129859
1179,IRL,GDP,TOT,USD_CAP,A,1973,3155.619388
1180,IRL,GDP,TOT,USD_CAP,A,1974,3527.068032
1181,IRL,GDP,TOT,USD_CAP,A,1975,4003.790296
1182,IRL,GDP,TOT,USD_CAP,A,1976,4214.806638
1183,IRL,GDP,TOT,USD_CAP,A,1977,4778.6712689999995
1184,IRL,GDP,TOT,USD_CAP,A,1978,5412.26529
1185,IRL,GDP,TOT,USD_CAP,A,1979,5942.321329
1186,IRL,GDP,TOT,USD_CAP,A,1980,6612.923681
1187,IRL,GDP,TOT,USD_CAP,A,1981,7379.613001999999
1188,IRL,GDP,TOT,USD_CAP,A,1982,7931.15838
1189,IRL,GDP,TOT,USD_CAP,A,1983,8165.508416
1190,IRL,GDP,TOT,USD_CAP,A,1984,8763.406468000001
1191,IRL,GDP,TOT,USD_CAP,A,1985,9291.264421
1192,IRL,GDP,TOT,USD_CAP,A,1986,9435.462282999999
1193,IRL,GDP,TOT,USD_CAP,A,1987,10124.53988
1194,IRL,GDP,TOT,USD_CAP,A,1988,11063.19318
1195,IRL,GDP,TOT,USD_CAP,A,1989,12234.306770000001
1196,IRL,GDP,TOT,USD_CAP,A,1990,13776.71055
1197,IRL,GDP,TOT,USD_CAP,A,1991,14427.65689
1198,IRL,GDP,TOT,USD_CAP,A,1992,15125.49293
1199,IRL,GDP,TOT,USD_CAP,A,1993,15817.788869999998
1200,IRL,GDP,TOT,USD_CAP,A,1994,17027.06271
1201,IRL,GDP,TOT,USD_CAP,A,1995,18975.90354
1202,IRL,GDP,TOT,USD_CAP,A,1996,20539.15627
1203,IRL,GDP,TOT,USD_CAP,A,1997,22676.06945
1204,IRL,GDP,TOT,USD_CAP,A,1998,25029.101280000003
1205,IRL,GDP,TOT,USD_CAP,A,1999,26995.533310000003
1206,IRL,GDP,TOT,USD_CAP,A,2000,30180.37653
1207,IRL,GDP,TOT,USD_CAP,A,2001,32593.69549
1208,IRL,GDP,TOT,USD_CAP,A,2002,35212.94778
1209,IRL,GDP,TOT,USD_CAP,A,2003,36230.99568
1210,IRL,GDP,TOT,USD_CAP,A,2004,38711.074389999994
1211,IRL,GDP,TOT,USD_CAP,A,2005,40437.08088
1212,IRL,GDP,TOT,USD_CAP,A,2006,44249.72628
1213,IRL,GDP,TOT,USD_CAP,A,2007,46738.46093
1214,IRL,GDP,TOT,USD_CAP,A,2008,44219.77588
1215,IRL,GDP,TOT,USD_CAP,A,2009,41579.67402
1216,IRL,GDP,TOT,USD_CAP,A,2010,43337.99633
1217,IRL,GDP,TOT,USD_CAP,A,2011,44952.72334
1218,IRL,GDP,TOT,USD_CAP,A,2012,46304.19868
1219,IRL,GDP,TOT,USD_CAP,A,2013,48006.0675
1220,IRL,GDP,TOT,USD_CAP,A,2014,51250.48367
1221,IRL,GDP,TOT,USD_CAP,A,2015,68779.45724
1222,IRL,GDP,TOT,USD_CAP,A,2016,70879.95558
1223,IRL,GDP,TOT,USD_CAP,A,2017,75304.04927999999
1224,ITA,GDP,TOT,MLN_USD,A,1970,195082.4276
1225,ITA,GDP,TOT,MLN_USD,A,1971,208715.0352
1226,ITA,GDP,TOT,MLN_USD,A,1972,225786.8295
1227,ITA,GDP,TOT,MLN_USD,A,1973,255039.0816
1228,ITA,GDP,TOT,MLN_USD,A,1974,293237.0124
1229,ITA,GDP,TOT,MLN_USD,A,1975,313698.1596
1230,ITA,GDP,TOT,MLN_USD,A,1976,354495.9637
1231,ITA,GDP,TOT,MLN_USD,A,1977,386125.1415
1232,ITA,GDP,TOT,MLN_USD,A,1978,426625.4678
1233,ITA,GDP,TOT,MLN_USD,A,1979,489369.4441
1234,ITA,GDP,TOT,MLN_USD,A,1980,551802.6532
1235,ITA,GDP,TOT,MLN_USD,A,1981,608413.6863
1236,ITA,GDP,TOT,MLN_USD,A,1982,648830.5056
1237,ITA,GDP,TOT,MLN_USD,A,1983,682334.3932
1238,ITA,GDP,TOT,MLN_USD,A,1984,729337.3441
1239,ITA,GDP,TOT,MLN_USD,A,1985,773733.7557
1240,ITA,GDP,TOT,MLN_USD,A,1986,811919.8321
1241,ITA,GDP,TOT,MLN_USD,A,1987,859211.6656
1242,ITA,GDP,TOT,MLN_USD,A,1988,926592.0927
1243,ITA,GDP,TOT,MLN_USD,A,1989,995235.3695
1244,ITA,GDP,TOT,MLN_USD,A,1990,1052544.89
1245,ITA,GDP,TOT,MLN_USD,A,1991,1104310.8159999999
1246,ITA,GDP,TOT,MLN_USD,A,1992,1138907.148
1247,ITA,GDP,TOT,MLN_USD,A,1993,1156060.973
1248,ITA,GDP,TOT,MLN_USD,A,1994,1206059.837
1249,ITA,GDP,TOT,MLN_USD,A,1995,1266757.492
1250,ITA,GDP,TOT,MLN_USD,A,1996,1305691.0
1251,ITA,GDP,TOT,MLN_USD,A,1997,1354446.011
1252,ITA,GDP,TOT,MLN_USD,A,1998,1418490.021
1253,ITA,GDP,TOT,MLN_USD,A,1999,1453165.445
1254,ITA,GDP,TOT,MLN_USD,A,2000,1538739.2769999998
1255,ITA,GDP,TOT,MLN_USD,A,2001,1592761.0680000002
1256,ITA,GDP,TOT,MLN_USD,A,2002,1634258.813
1257,ITA,GDP,TOT,MLN_USD,A,2003,1666627.916
1258,ITA,GDP,TOT,MLN_USD,A,2004,1699288.0080000001
1259,ITA,GDP,TOT,MLN_USD,A,2005,1742085.987
1260,ITA,GDP,TOT,MLN_USD,A,2006,1880152.509
1261,ITA,GDP,TOT,MLN_USD,A,2007,1986354.917
1262,ITA,GDP,TOT,MLN_USD,A,2008,2082637.25
1263,ITA,GDP,TOT,MLN_USD,A,2009,2039248.851
1264,ITA,GDP,TOT,MLN_USD,A,2010,2077209.9130000002
1265,ITA,GDP,TOT,MLN_USD,A,2011,2158285.1659999997
1266,ITA,GDP,TOT,MLN_USD,A,2012,2157546.628
1267,ITA,GDP,TOT,MLN_USD,A,2013,2176319.768
1268,ITA,GDP,TOT,MLN_USD,A,2014,2192714.399
1269,ITA,GDP,TOT,MLN_USD,A,2015,2225174.876
1270,ITA,GDP,TOT,MLN_USD,A,2016,2326893.295
1271,ITA,GDP,TOT,MLN_USD,A,2017,2387357.648
1272,ITA,GDP,TOT,USD_CAP,A,1970,3624.591989
1273,ITA,GDP,TOT,USD_CAP,A,1971,3859.8395729999997
1274,ITA,GDP,TOT,USD_CAP,A,1972,4151.920413
1275,ITA,GDP,TOT,USD_CAP,A,1973,4658.128953
1276,ITA,GDP,TOT,USD_CAP,A,1974,5320.853269
1277,ITA,GDP,TOT,USD_CAP,A,1975,5658.234152
1278,ITA,GDP,TOT,USD_CAP,A,1976,6362.289655
1279,ITA,GDP,TOT,USD_CAP,A,1977,6900.5876370000005
1280,ITA,GDP,TOT,USD_CAP,A,1978,7597.2702
1281,ITA,GDP,TOT,USD_CAP,A,1979,8689.443000000001
1282,ITA,GDP,TOT,USD_CAP,A,1980,9777.857869
1283,ITA,GDP,TOT,USD_CAP,A,1981,10766.4211
1284,ITA,GDP,TOT,USD_CAP,A,1982,11474.891109999999
1285,ITA,GDP,TOT,USD_CAP,A,1983,12063.02926
1286,ITA,GDP,TOT,USD_CAP,A,1984,12891.12557
1287,ITA,GDP,TOT,USD_CAP,A,1985,13671.874409999999
1288,ITA,GDP,TOT,USD_CAP,A,1986,14345.83651
1289,ITA,GDP,TOT,USD_CAP,A,1987,15179.90855
1290,ITA,GDP,TOT,USD_CAP,A,1988,16362.41473
1291,ITA,GDP,TOT,USD_CAP,A,1989,17561.38625
1292,ITA,GDP,TOT,USD_CAP,A,1990,18557.11805
1293,ITA,GDP,TOT,USD_CAP,A,1991,19450.48156
1294,ITA,GDP,TOT,USD_CAP,A,1992,20052.205980000002
1295,ITA,GDP,TOT,USD_CAP,A,1993,20341.7976
1296,ITA,GDP,TOT,USD_CAP,A,1994,21217.23607
1297,ITA,GDP,TOT,USD_CAP,A,1995,22284.68804
1298,ITA,GDP,TOT,USD_CAP,A,1996,22963.13948
1299,ITA,GDP,TOT,USD_CAP,A,1997,23807.98888
1300,ITA,GDP,TOT,USD_CAP,A,1998,24926.59073
1301,ITA,GDP,TOT,USD_CAP,A,1999,25531.62178
1302,ITA,GDP,TOT,USD_CAP,A,2000,27022.87547
1303,ITA,GDP,TOT,USD_CAP,A,2001,27953.082810000004
1304,ITA,GDP,TOT,USD_CAP,A,2002,28621.2456
1305,ITA,GDP,TOT,USD_CAP,A,2003,29028.957339999997
1306,ITA,GDP,TOT,USD_CAP,A,2004,29376.677030000003
1307,ITA,GDP,TOT,USD_CAP,A,2005,29937.5842
1308,ITA,GDP,TOT,USD_CAP,A,2006,32178.7437
1309,ITA,GDP,TOT,USD_CAP,A,2007,33788.786660000005
1310,ITA,GDP,TOT,USD_CAP,A,2008,35154.80175
1311,ITA,GDP,TOT,USD_CAP,A,2009,34228.04698
1312,ITA,GDP,TOT,USD_CAP,A,2010,34718.76652
1313,ITA,GDP,TOT,USD_CAP,A,2011,35935.48395
1314,ITA,GDP,TOT,USD_CAP,A,2012,35757.02368
1315,ITA,GDP,TOT,USD_CAP,A,2013,35885.39085
1316,ITA,GDP,TOT,USD_CAP,A,2014,36070.8482
1317,ITA,GDP,TOT,USD_CAP,A,2015,36640.09372
1318,ITA,GDP,TOT,USD_CAP,A,2016,38380.16238
1319,ITA,GDP,TOT,USD_CAP,A,2017,39433.01683
1320,JPN,GDP,TOT,MLN_USD,A,1970,339080.1307
1321,JPN,GDP,TOT,MLN_USD,A,1971,373040.0008
1322,JPN,GDP,TOT,MLN_USD,A,1972,421934.3857
1323,JPN,GDP,TOT,MLN_USD,A,1973,480632.9574
1324,JPN,GDP,TOT,MLN_USD,A,1974,517390.6084
1325,JPN,GDP,TOT,MLN_USD,A,1975,582785.2834
1326,JPN,GDP,TOT,MLN_USD,A,1976,639211.1863
1327,JPN,GDP,TOT,MLN_USD,A,1977,708665.5544
1328,JPN,GDP,TOT,MLN_USD,A,1978,798406.51
1329,JPN,GDP,TOT,MLN_USD,A,1979,911721.9227
1330,JPN,GDP,TOT,MLN_USD,A,1980,1021951.219
1331,JPN,GDP,TOT,MLN_USD,A,1981,1161354.139
1332,JPN,GDP,TOT,MLN_USD,A,1982,1276610.946
1333,JPN,GDP,TOT,MLN_USD,A,1983,1374194.747
1334,JPN,GDP,TOT,MLN_USD,A,1984,1483067.716
1335,JPN,GDP,TOT,MLN_USD,A,1985,1614682.8269999998
1336,JPN,GDP,TOT,MLN_USD,A,1986,1699305.99
1337,JPN,GDP,TOT,MLN_USD,A,1987,1824160.4430000002
1338,JPN,GDP,TOT,MLN_USD,A,1988,2022011.616
1339,JPN,GDP,TOT,MLN_USD,A,1989,2200141.122
1340,JPN,GDP,TOT,MLN_USD,A,1990,2401129.522
1341,JPN,GDP,TOT,MLN_USD,A,1991,2573896.309
1342,JPN,GDP,TOT,MLN_USD,A,1992,2656946.1890000002
1343,JPN,GDP,TOT,MLN_USD,A,1993,2709602.3260000004
1344,JPN,GDP,TOT,MLN_USD,A,1994,2798947.603
1345,JPN,GDP,TOT,MLN_USD,A,1995,2935677.122
1346,JPN,GDP,TOT,MLN_USD,A,1996,3081934.735
1347,JPN,GDP,TOT,MLN_USD,A,1997,3168427.41
1348,JPN,GDP,TOT,MLN_USD,A,1998,3166660.925
1349,JPN,GDP,TOT,MLN_USD,A,1999,3207019.637
1350,JPN,GDP,TOT,MLN_USD,A,2000,3404322.605
1351,JPN,GDP,TOT,MLN_USD,A,2001,3496048.873
1352,JPN,GDP,TOT,MLN_USD,A,2002,3588864.9269999997
1353,JPN,GDP,TOT,MLN_USD,A,2003,3693808.508
1354,JPN,GDP,TOT,MLN_USD,A,2004,3879055.849
1355,JPN,GDP,TOT,MLN_USD,A,2005,4045734.3989999997
1356,JPN,GDP,TOT,MLN_USD,A,2006,4231828.045
1357,JPN,GDP,TOT,MLN_USD,A,2007,4416320.59
1358,JPN,GDP,TOT,MLN_USD,A,2008,4456434.365
1359,JPN,GDP,TOT,MLN_USD,A,2009,4250223.071
1360,JPN,GDP,TOT,MLN_USD,A,2010,4482491.157
1361,JPN,GDP,TOT,MLN_USD,A,2011,4573186.791999999
1362,JPN,GDP,TOT,MLN_USD,A,2012,4746699.388
1363,JPN,GDP,TOT,MLN_USD,A,2013,4967051.575
1364,JPN,GDP,TOT,MLN_USD,A,2014,4986566.21
1365,JPN,GDP,TOT,MLN_USD,A,2015,5176841.319
1366,JPN,GDP,TOT,MLN_USD,A,2016,5369478.819
1367,JPN,GDP,TOT,MLN_USD,A,2017,5487161.17
1368,JPN,GDP,TOT,USD_CAP,A,1970,3261.926394
1369,JPN,GDP,TOT,USD_CAP,A,1971,3553.3312450000003
1370,JPN,GDP,TOT,USD_CAP,A,1972,3964.939107
1371,JPN,GDP,TOT,USD_CAP,A,1973,4413.449582
1372,JPN,GDP,TOT,USD_CAP,A,1974,4686.2875890000005
1373,JPN,GDP,TOT,USD_CAP,A,1975,5214.229455
1374,JPN,GDP,TOT,USD_CAP,A,1976,5655.6836490000005
1375,JPN,GDP,TOT,USD_CAP,A,1977,6209.093336999999
1376,JPN,GDP,TOT,USD_CAP,A,1978,6932.067375
1377,JPN,GDP,TOT,USD_CAP,A,1979,7850.3357989999995
1378,JPN,GDP,TOT,USD_CAP,A,1980,8730.1488
1379,JPN,GDP,TOT,USD_CAP,A,1981,9850.164870999999
1380,JPN,GDP,TOT,USD_CAP,A,1982,10752.39999
1381,JPN,GDP,TOT,USD_CAP,A,1983,11496.07438
1382,JPN,GDP,TOT,USD_CAP,A,1984,12327.56507
1383,JPN,GDP,TOT,USD_CAP,A,1985,13339.0844
1384,JPN,GDP,TOT,USD_CAP,A,1986,13967.6639
1385,JPN,GDP,TOT,USD_CAP,A,1987,14922.900569999998
1386,JPN,GDP,TOT,USD_CAP,A,1988,16473.27073
1387,JPN,GDP,TOT,USD_CAP,A,1989,17857.56359
1388,JPN,GDP,TOT,USD_CAP,A,1990,19424.8855
1389,JPN,GDP,TOT,USD_CAP,A,1991,20740.33496
1390,JPN,GDP,TOT,USD_CAP,A,1992,21329.45475
1391,JPN,GDP,TOT,USD_CAP,A,1993,21687.57564
1392,JPN,GDP,TOT,USD_CAP,A,1994,22370.82071
1393,JPN,GDP,TOT,USD_CAP,A,1995,23403.78458
1394,JPN,GDP,TOT,USD_CAP,A,1996,24516.03069
1395,JPN,GDP,TOT,USD_CAP,A,1997,25144.05417
1396,JPN,GDP,TOT,USD_CAP,A,1998,25062.809559999998
1397,JPN,GDP,TOT,USD_CAP,A,1999,25334.51015
1398,JPN,GDP,TOT,USD_CAP,A,2000,26841.4079
1399,JPN,GDP,TOT,USD_CAP,A,2001,27499.361869999997
1400,JPN,GDP,TOT,USD_CAP,A,2002,28170.05438
1401,JPN,GDP,TOT,USD_CAP,A,2003,28940.63109
1402,JPN,GDP,TOT,USD_CAP,A,2004,30368.2328
1403,JPN,GDP,TOT,USD_CAP,A,2005,31667.914360000002
1404,JPN,GDP,TOT,USD_CAP,A,2006,33103.05265
1405,JPN,GDP,TOT,USD_CAP,A,2007,34507.89646
1406,JPN,GDP,TOT,USD_CAP,A,2008,34803.657810000004
1407,JPN,GDP,TOT,USD_CAP,A,2009,33196.050039999995
1408,JPN,GDP,TOT,USD_CAP,A,2010,35007.70177
1409,JPN,GDP,TOT,USD_CAP,A,2011,35775.256330000004
1410,JPN,GDP,TOT,USD_CAP,A,2012,37213.8374
1411,JPN,GDP,TOT,USD_CAP,A,2013,39008.36056
1412,JPN,GDP,TOT,USD_CAP,A,2014,39183.46568
1413,JPN,GDP,TOT,USD_CAP,A,2015,40727.25449
1414,JPN,GDP,TOT,USD_CAP,A,2016,42292.68131
1415,JPN,GDP,TOT,USD_CAP,A,2017,43298.72775
1416,KOR,GDP,TOT,MLN_USD,A,1970,19521.8175
1417,KOR,GDP,TOT,MLN_USD,A,1971,22657.6563
1418,KOR,GDP,TOT,MLN_USD,A,1972,25328.8819
1419,KOR,GDP,TOT,MLN_USD,A,1973,30667.3276
1420,KOR,GDP,TOT,MLN_USD,A,1974,36584.2244
1421,KOR,GDP,TOT,MLN_USD,A,1975,43115.6824
1422,KOR,GDP,TOT,MLN_USD,A,1976,51447.349
1423,KOR,GDP,TOT,MLN_USD,A,1977,61346.9552
1424,KOR,GDP,TOT,MLN_USD,A,1978,72728.2086
1425,KOR,GDP,TOT,MLN_USD,A,1979,85523.7577
1426,KOR,GDP,TOT,MLN_USD,A,1980,91650.5331
1427,KOR,GDP,TOT,MLN_USD,A,1981,107402.6419
1428,KOR,GDP,TOT,MLN_USD,A,1982,123493.1703
1429,KOR,GDP,TOT,MLN_USD,A,1983,145367.856
1430,KOR,GDP,TOT,MLN_USD,A,1984,166245.1335
1431,KOR,GDP,TOT,MLN_USD,A,1985,184859.9619
1432,KOR,GDP,TOT,MLN_USD,A,1986,209757.2163
1433,KOR,GDP,TOT,MLN_USD,A,1987,241926.9219
1434,KOR,GDP,TOT,MLN_USD,A,1988,280205.555
1435,KOR,GDP,TOT,MLN_USD,A,1989,311563.4877
1436,KOR,GDP,TOT,MLN_USD,A,1990,354787.6846
1437,KOR,GDP,TOT,MLN_USD,A,1991,404554.0976
1438,KOR,GDP,TOT,MLN_USD,A,1992,439328.8803
1439,KOR,GDP,TOT,MLN_USD,A,1993,480577.0617
1440,KOR,GDP,TOT,MLN_USD,A,1994,535988.5260000001
1441,KOR,GDP,TOT,MLN_USD,A,1995,599534.7501
1442,KOR,GDP,TOT,MLN_USD,A,1996,656842.5042
1443,KOR,GDP,TOT,MLN_USD,A,1997,707649.5906
1444,KOR,GDP,TOT,MLN_USD,A,1998,676192.1438
1445,KOR,GDP,TOT,MLN_USD,A,1999,764178.2649
1446,KOR,GDP,TOT,MLN_USD,A,2000,850051.6247
1447,KOR,GDP,TOT,MLN_USD,A,2001,908767.5158
1448,KOR,GDP,TOT,MLN_USD,A,2002,989824.3999
1449,KOR,GDP,TOT,MLN_USD,A,2003,1023674.453
1450,KOR,GDP,TOT,MLN_USD,A,2004,1103360.294
1451,KOR,GDP,TOT,MLN_USD,A,2005,1165894.061
1452,KOR,GDP,TOT,MLN_USD,A,2006,1251054.257
1453,KOR,GDP,TOT,MLN_USD,A,2007,1354518.051
1454,KOR,GDP,TOT,MLN_USD,A,2008,1405710.9030000002
1455,KOR,GDP,TOT,MLN_USD,A,2009,1396413.6230000001
1456,KOR,GDP,TOT,MLN_USD,A,2010,1505298.909
1457,KOR,GDP,TOT,MLN_USD,A,2011,1559446.834
1458,KOR,GDP,TOT,MLN_USD,A,2012,1611272.914
1459,KOR,GDP,TOT,MLN_USD,A,2013,1644777.3069999998
1460,KOR,GDP,TOT,MLN_USD,A,2014,1704457.6409999998
1461,KOR,GDP,TOT,MLN_USD,A,2015,1795916.632
1462,KOR,GDP,TOT,MLN_USD,A,2016,1877123.3090000001
1463,KOR,GDP,TOT,MLN_USD,A,2017,1972970.737
1464,KOR,GDP,TOT,USD_CAP,A,1970,605.4966519999999
