LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,GDP Value,Flag Codes
CZE,GDP,TOT,USD_CAP,A,2002,18182.35455,
CZE,GDP,TOT,USD_CAP,A,2003,19410.18342,
CZE,GDP,TOT,USD_CAP,A,2004,20786.58737,
CZE,GDP,TOT,USD_CAP,A,2005,21907.3056,
CZE,GDP,TOT,USD_CAP,A,2006,23715.3193,
CZE,GDP,TOT,USD_CAP,A,2007,26059.99782,
CZE,GDP,TOT,USD_CAP,A,2008,27724.41877,
CZE,GDP,TOT,USD_CAP,A,2009,27469.26687,
CZE,GDP,TOT,USD_CAP,A,2010,27581.6026,
CZE,GDP,TOT,USD_CAP,A,2011,28795.81603,
CZE,GDP,TOT,USD_CAP,A,2012,29051.39042,
CZE,GDP,TOT,USD_CAP,A,2013,30496.02004,
CZE,GDP,TOT,USD_CAP,A,2014,32265.04516,
CZE,GDP,TOT,USD_CAP,A,2015,33478.62252,
CZE,GDP,TOT,USD_CAP,A,2016,34714.43467,
CZE,GDP,TOT,USD_CAP,A,2017,36350.10463,
DNK,GDP,TOT,MLN_USD,A,1966,16625.0057,
DNK,GDP,TOT,MLN_USD,A,1967,17777.5366,
DNK,GDP,TOT,MLN_USD,A,1968,19448.1212,
DNK,GDP,TOT,MLN_USD,A,1969,21893.1845,
DNK,GDP,TOT,MLN_USD,A,1970,21004.0697,
DNK,GDP,TOT,MLN_USD,A,1971,22733.8221,
DNK,GDP,TOT,MLN_USD,A,1972,24649.9819,
DNK,GDP,TOT,MLN_USD,A,1973,27055.2541,
DNK,GDP,TOT,MLN_USD,A,1974,29154.6944,
DNK,GDP,TOT,MLN_USD,A,1975,31390.8553,
DNK,GDP,TOT,MLN_USD,A,1976,35075.737,
DNK,GDP,TOT,MLN_USD,A,1977,37948.1838,
DNK,GDP,TOT,MLN_USD,A,1978,41516.7918,
DNK,GDP,TOT,MLN_USD,A,1979,46683.299,
DNK,GDP,TOT,MLN_USD,A,1980,50647.6374,
DNK,GDP,TOT,MLN_USD,A,1981,55007.3446,
DNK,GDP,TOT,MLN_USD,A,1982,60572.4248,
DNK,GDP,TOT,MLN_USD,A,1983,64598.6317,
DNK,GDP,TOT,MLN_USD,A,1984,69677.514,
DNK,GDP,TOT,MLN_USD,A,1985,74785.8516,
DNK,GDP,TOT,MLN_USD,A,1986,80036.4361,
DNK,GDP,TOT,MLN_USD,A,1987,82287.0668,
DNK,GDP,TOT,MLN_USD,A,1988,85156.2493,
DNK,GDP,TOT,MLN_USD,A,1989,89037.9442,
DNK,GDP,TOT,MLN_USD,A,1990,93693.7142,
DNK,GDP,TOT,MLN_USD,A,1991,98161.5525,
DNK,GDP,TOT,MLN_USD,A,1992,102364.0186,
DNK,GDP,TOT,MLN_USD,A,1993,104810.6973,
DNK,GDP,TOT,MLN_USD,A,1994,112749.1257,
DNK,GDP,TOT,MLN_USD,A,1995,118585.5361,
DNK,GDP,TOT,MLN_USD,A,1996,124765.8237,
DNK,GDP,TOT,MLN_USD,A,1997,131671.929,
DNK,GDP,TOT,MLN_USD,A,1998,136809.5059,
DNK,GDP,TOT,MLN_USD,A,1999,141846.3284,
DNK,GDP,TOT,MLN_USD,A,2000,153020.2638,
DNK,GDP,TOT,MLN_USD,A,2001,157945.5033,
DNK,GDP,TOT,MLN_USD,A,2002,164720.3879,
DNK,GDP,TOT,MLN_USD,A,2003,165944.1555,
DNK,GDP,TOT,MLN_USD,A,2004,177919.4787,
DNK,GDP,TOT,MLN_USD,A,2005,185074.4459,
DNK,GDP,TOT,MLN_USD,A,2006,202812.9255,
DNK,GDP,TOT,MLN_USD,A,2007,212787.2913,
DNK,GDP,TOT,MLN_USD,A,2008,226767.5052,
DNK,GDP,TOT,MLN_USD,A,2009,222759.9563,
DNK,GDP,TOT,MLN_USD,A,2010,238780.8353,
DNK,GDP,TOT,MLN_USD,A,2011,247352.2892,
DNK,GDP,TOT,MLN_USD,A,2012,250524.5651,
DNK,GDP,TOT,MLN_USD,A,2013,262368.1157,
DNK,GDP,TOT,MLN_USD,A,2014,270330.6084,
DNK,GDP,TOT,MLN_USD,A,2015,276642.6148,
DNK,GDP,TOT,MLN_USD,A,2016,280838.696,
DNK,GDP,TOT,MLN_USD,A,2017,296974.8949,
DNK,GDP,TOT,USD_CAP,A,1966,3478.762434,
DNK,GDP,TOT,USD_CAP,A,1967,3688.285602,
DNK,GDP,TOT,USD_CAP,A,1968,4005.792223,
DNK,GDP,TOT,USD_CAP,A,1969,4487.227813,
DNK,GDP,TOT,USD_CAP,A,1970,4253.558068,
DNK,GDP,TOT,USD_CAP,A,1971,4580.661322,
DNK,GDP,TOT,USD_CAP,A,1972,4937.897018,
DNK,GDP,TOT,USD_CAP,A,1973,5387.346503,
DNK,GDP,TOT,USD_CAP,A,1974,5778.928516,
DNK,GDP,TOT,USD_CAP,A,1975,6203.726341,
DNK,GDP,TOT,USD_CAP,A,1976,6914.200075,
DNK,GDP,TOT,USD_CAP,A,1977,7456.903864,
DNK,GDP,TOT,USD_CAP,A,1978,8132.574308,
DNK,GDP,TOT,USD_CAP,A,1979,9121.39488,
DNK,GDP,TOT,USD_CAP,A,1980,9884.394497,
DNK,GDP,TOT,USD_CAP,A,1981,10739.4269,
DNK,GDP,TOT,USD_CAP,A,1982,11835.17484,
DNK,GDP,TOT,USD_CAP,A,1983,12631.72305,
DNK,GDP,TOT,USD_CAP,A,1984,13632.85346,
DNK,GDP,TOT,USD_CAP,A,1985,14626.60895,
DNK,GDP,TOT,USD_CAP,A,1986,15632.11642,
DNK,GDP,TOT,USD_CAP,A,1987,16049.74972,
DNK,GDP,TOT,USD_CAP,A,1988,16599.65873,
DNK,GDP,TOT,USD_CAP,A,1989,17349.56044,
DNK,GDP,TOT,USD_CAP,A,1990,18228.34908,
DNK,GDP,TOT,USD_CAP,A,1991,19045.70286,
DNK,GDP,TOT,USD_CAP,A,1992,19795.78778,
DNK,GDP,TOT,USD_CAP,A,1993,20198.63121,
DNK,GDP,TOT,USD_CAP,A,1994,21657.53471,
DNK,GDP,TOT,USD_CAP,A,1995,22674.09869,
DNK,GDP,TOT,USD_CAP,A,1996,23710.72285,
DNK,GDP,TOT,USD_CAP,A,1997,24914.27228,
DNK,GDP,TOT,USD_CAP,A,1998,25798.51139,
DNK,GDP,TOT,USD_CAP,A,1999,26657.8328,
DNK,GDP,TOT,USD_CAP,A,2000,28666.21652,
DNK,GDP,TOT,USD_CAP,A,2001,29483.94686,
DNK,GDP,TOT,USD_CAP,A,2002,30639.9531,
DNK,GDP,TOT,USD_CAP,A,2003,30787.41289,
DNK,GDP,TOT,USD_CAP,A,2004,32929.7573,
DNK,GDP,TOT,USD_CAP,A,2005,34152.878,
DNK,GDP,TOT,USD_CAP,A,2006,37302.35892,
DNK,GDP,TOT,USD_CAP,A,2007,38972.03137,
DNK,GDP,TOT,USD_CAP,A,2008,41282.99749,
DNK,GDP,TOT,USD_CAP,A,2009,40333.14435,
DNK,GDP,TOT,USD_CAP,A,2010,43046.84249,
DNK,GDP,TOT,USD_CAP,A,2011,44407.95138,
DNK,GDP,TOT,USD_CAP,A,2012,44808.54321,
DNK,GDP,TOT,USD_CAP,A,2013,46742.93884,
DNK,GDP,TOT,USD_CAP,A,2014,47905.4773,
DNK,GDP,TOT,USD_CAP,A,2015,48687.54221,
DNK,GDP,TOT,USD_CAP,A,2016,49020.54389,
DNK,GDP,TOT,USD_CAP,A,2017,51495.56007,
FIN,GDP,TOT,MLN_USD,A,1970,15647.2672,E
FIN,GDP,TOT,MLN_USD,A,1971,16829.3084,E
FIN,GDP,TOT,MLN_USD,A,1972,18916.074,E
FIN,GDP,TOT,MLN_USD,A,1973,21338.4533,E
FIN,GDP,TOT,MLN_USD,A,1974,24007.9656,E
FIN,GDP,TOT,MLN_USD,A,1975,26704.8959,E
FIN,GDP,TOT,MLN_USD,A,1976,28267.7266,E
FIN,GDP,TOT,MLN_USD,A,1977,30093.0685,E
FIN,GDP,TOT,MLN_USD,A,1978,33146.3057,E
FIN,GDP,TOT,MLN_USD,A,1979,38438.3796,E
FIN,GDP,TOT,MLN_USD,A,1980,44163.2366,
FIN,GDP,TOT,MLN_USD,A,1981,48911.624,
FIN,GDP,TOT,MLN_USD,A,1982,53549.73,
FIN,GDP,TOT,MLN_USD,A,1983,57401.3774,
FIN,GDP,TOT,MLN_USD,A,1984,61348.5317,
FIN,GDP,TOT,MLN_USD,A,1985,65550.5785,
FIN,GDP,TOT,MLN_USD,A,1986,68696.1969,
FIN,GDP,TOT,MLN_USD,A,1987,72956.1817,
FIN,GDP,TOT,MLN_USD,A,1988,79444.2876,
FIN,GDP,TOT,MLN_USD,A,1989,86732.1348,
FIN,GDP,TOT,MLN_USD,A,1990,90548.2953,
FIN,GDP,TOT,MLN_USD,A,1991,88028.5398,
FIN,GDP,TOT,MLN_USD,A,1992,87041.8583,
FIN,GDP,TOT,MLN_USD,A,1993,88458.2842,
FIN,GDP,TOT,MLN_USD,A,1994,93899.5536,
FIN,GDP,TOT,MLN_USD,A,1995,99890.8657,
FIN,GDP,TOT,MLN_USD,A,1996,102764.6741,
FIN,GDP,TOT,MLN_USD,A,1997,111887.1242,
FIN,GDP,TOT,MLN_USD,A,1998,121309.9219,
FIN,GDP,TOT,MLN_USD,A,1999,127941.8417,
FIN,GDP,TOT,MLN_USD,A,2000,138456.4765,
FIN,GDP,TOT,MLN_USD,A,2001,144193.992,
FIN,GDP,TOT,MLN_USD,A,2002,148566.4337,
FIN,GDP,TOT,MLN_USD,A,2003,151088.3195,
FIN,GDP,TOT,MLN_USD,A,2004,162749.3001,
FIN,GDP,TOT,MLN_USD,A,2005,167840.4509,
FIN,GDP,TOT,MLN_USD,A,2006,180988.3964,
FIN,GDP,TOT,MLN_USD,A,2007,199367.0293,
FIN,GDP,TOT,MLN_USD,A,2008,212373.3688,
FIN,GDP,TOT,MLN_USD,A,2009,201933.3403,
FIN,GDP,TOT,MLN_USD,A,2010,207964.9158,
FIN,GDP,TOT,MLN_USD,A,2011,219214.027,
FIN,GDP,TOT,MLN_USD,A,2012,219916.339,
FIN,GDP,TOT,MLN_USD,A,2013,224594.224,
FIN,GDP,TOT,MLN_USD,A,2014,226490.0902,
FIN,GDP,TOT,MLN_USD,A,2015,230530.2994,
FIN,GDP,TOT,MLN_USD,A,2016,238749.4858,
FIN,GDP,TOT,MLN_USD,A,2017,247624.3429,
FIN,GDP,TOT,USD_CAP,A,1970,3397.148752,E
FIN,GDP,TOT,USD_CAP,A,1971,3649.026097,E
FIN,GDP,TOT,USD_CAP,A,1972,4076.74008,E
FIN,GDP,TOT,USD_CAP,A,1973,4573.179016,E
FIN,GDP,TOT,USD_CAP,A,1974,5117.87798,E
FIN,GDP,TOT,USD_CAP,A,1975,5668.144473,E
FIN,GDP,TOT,USD_CAP,A,1976,5981.701466,E
FIN,GDP,TOT,USD_CAP,A,1977,6350.222305,E
FIN,GDP,TOT,USD_CAP,A,1978,6974.498839,E
FIN,GDP,TOT,USD_CAP,A,1979,8067.3242,E
FIN,GDP,TOT,USD_CAP,A,1980,9240.137381,
FIN,GDP,TOT,USD_CAP,A,1981,10189.92166,
FIN,GDP,TOT,USD_CAP,A,1982,11094.02102,
FIN,GDP,TOT,USD_CAP,A,1983,11821.19887,
FIN,GDP,TOT,USD_CAP,A,1984,12566.78513,
FIN,GDP,TOT,USD_CAP,A,1985,13371.66548,
FIN,GDP,TOT,USD_CAP,A,1986,13967.75181,
FIN,GDP,TOT,USD_CAP,A,1987,14792.11324,
FIN,GDP,TOT,USD_CAP,A,1988,16060.70709,
FIN,GDP,TOT,USD_CAP,A,1989,17470.81919,
FIN,GDP,TOT,USD_CAP,A,1990,18159.05169,
FIN,GDP,TOT,USD_CAP,A,1991,17557.60013,
FIN,GDP,TOT,USD_CAP,A,1992,17263.35945,
FIN,GDP,TOT,USD_CAP,A,1993,17459.79081,
FIN,GDP,TOT,USD_CAP,A,1994,18454.01285,
FIN,GDP,TOT,USD_CAP,A,1995,19556.53426,
FIN,GDP,TOT,USD_CAP,A,1996,20053.20886,
FIN,GDP,TOT,USD_CAP,A,1997,21768.77003,
FIN,GDP,TOT,USD_CAP,A,1998,23539.32704,
FIN,GDP,TOT,USD_CAP,A,1999,24768.53,
FIN,GDP,TOT,USD_CAP,A,2000,26748.6721,
FIN,GDP,TOT,USD_CAP,A,2001,27793.75328,
FIN,GDP,TOT,USD_CAP,A,2002,28567.17181,
FIN,GDP,TOT,USD_CAP,A,2003,28982.98858,
FIN,GDP,TOT,USD_CAP,A,2004,31129.12669,
FIN,GDP,TOT,USD_CAP,A,2005,31993.3762,
FIN,GDP,TOT,USD_CAP,A,2006,34367.27806,
FIN,GDP,TOT,USD_CAP,A,2007,37696.79304,
FIN,GDP,TOT,USD_CAP,A,2008,39969.39226,
FIN,GDP,TOT,USD_CAP,A,2009,37823.02353,
FIN,GDP,TOT,USD_CAP,A,2010,38774.82861,
FIN,GDP,TOT,USD_CAP,A,2011,40683.33742,
FIN,GDP,TOT,USD_CAP,A,2012,40619.93702,
FIN,GDP,TOT,USD_CAP,A,2013,41293.29362,
FIN,GDP,TOT,USD_CAP,A,2014,41462.71674,
FIN,GDP,TOT,USD_CAP,A,2015,42063.73495,
FIN,GDP,TOT,USD_CAP,A,2016,43446.1241,
FIN,GDP,TOT,USD_CAP,A,2017,44955.58312,
FRA,GDP,TOT,MLN_USD,A,1960,84286.6448,
FRA,GDP,TOT,MLN_USD,A,1961,89236.0637,
FRA,GDP,TOT,MLN_USD,A,1962,97734.6616,
FRA,GDP,TOT,MLN_USD,A,1963,104468.6374,
FRA,GDP,TOT,MLN_USD,A,1964,113249.46,
FRA,GDP,TOT,MLN_USD,A,1965,122389.7474,
FRA,GDP,TOT,MLN_USD,A,1966,133414.117,
FRA,GDP,TOT,MLN_USD,A,1967,143803.0559,
FRA,GDP,TOT,MLN_USD,A,1968,157794.7034,
FRA,GDP,TOT,MLN_USD,A,1969,179129.2652,
FRA,GDP,TOT,MLN_USD,A,1970,192528.2821,
FRA,GDP,TOT,MLN_USD,A,1971,213058.433,
FRA,GDP,TOT,MLN_USD,A,1972,232313.2701,
FRA,GDP,TOT,MLN_USD,A,1973,260486.3051,
FRA,GDP,TOT,MLN_USD,A,1974,296124.1796,
FRA,GDP,TOT,MLN_USD,A,1975,320432.8857,
FRA,GDP,TOT,MLN_USD,A,1976,352712.6375,
FRA,GDP,TOT,MLN_USD,A,1977,387536.4693,
FRA,GDP,TOT,MLN_USD,A,1978,431238.2232,
FRA,GDP,TOT,MLN_USD,A,1979,483382.847,
FRA,GDP,TOT,MLN_USD,A,1980,535279.0684,
FRA,GDP,TOT,MLN_USD,A,1981,591490.6803,
FRA,GDP,TOT,MLN_USD,A,1982,643917.7797,
FRA,GDP,TOT,MLN_USD,A,1983,677621.3133,
FRA,GDP,TOT,MLN_USD,A,1984,712247.3342,
FRA,GDP,TOT,MLN_USD,A,1985,746953.7663,
FRA,GDP,TOT,MLN_USD,A,1986,779725.811,
FRA,GDP,TOT,MLN_USD,A,1987,819826.5684,
FRA,GDP,TOT,MLN_USD,A,1988,888625.9808,
FRA,GDP,TOT,MLN_USD,A,1989,963153.9821,
FRA,GDP,TOT,MLN_USD,A,1990,1027853.45,
FRA,GDP,TOT,MLN_USD,A,1991,1072962.807,
FRA,GDP,TOT,MLN_USD,A,1992,1114725.142,
FRA,GDP,TOT,MLN_USD,A,1993,1133890.712,
FRA,GDP,TOT,MLN_USD,A,1994,1185196.191,
FRA,GDP,TOT,MLN_USD,A,1995,1235138.137,
FRA,GDP,TOT,MLN_USD,A,1996,1274344.242,
FRA,GDP,TOT,MLN_USD,A,1997,1333088.954,
FRA,GDP,TOT,MLN_USD,A,1998,1404747.842,
FRA,GDP,TOT,MLN_USD,A,1999,1470523.886,
FRA,GDP,TOT,MLN_USD,A,2000,1589212.639,
FRA,GDP,TOT,MLN_USD,A,2001,1688828.474,
FRA,GDP,TOT,MLN_USD,A,2002,1762925.935,
FRA,GDP,TOT,MLN_USD,A,2003,1751542.795,
FRA,GDP,TOT,MLN_USD,A,2004,1821225.277,
FRA,GDP,TOT,MLN_USD,A,2005,1926880.385,
FRA,GDP,TOT,MLN_USD,A,2006,2063818.832,
FRA,GDP,TOT,MLN_USD,A,2007,2181830.874,
FRA,GDP,TOT,MLN_USD,A,2008,2259255.844,
FRA,GDP,TOT,MLN_USD,A,2009,2243972.023,
FRA,GDP,TOT,MLN_USD,A,2010,2336766.161,
FRA,GDP,TOT,MLN_USD,A,2011,2446474.544,
FRA,GDP,TOT,MLN_USD,A,2012,2474005.287,
FRA,GDP,TOT,MLN_USD,A,2013,2608523.504,
FRA,GDP,TOT,MLN_USD,A,2014,2662032.873,
FRA,GDP,TOT,MLN_USD,A,2015,2701322.721,
FRA,GDP,TOT,MLN_USD,A,2016,2765184.866,P
FRA,GDP,TOT,MLN_USD,A,2017,2876059.477,P
FRA,GDP,TOT,USD_CAP,A,1960,1807.175059,
FRA,GDP,TOT,USD_CAP,A,1961,1892.960772,
FRA,GDP,TOT,USD_CAP,A,1962,2036.181205,
FRA,GDP,TOT,USD_CAP,A,1963,2138.997489,
FRA,GDP,TOT,USD_CAP,A,1964,2294.496424,
FRA,GDP,TOT,USD_CAP,A,1965,2456.145844,
FRA,GDP,TOT,USD_CAP,A,1966,2654.479048,
FRA,GDP,TOT,USD_CAP,A,1967,2838.087508,
FRA,GDP,TOT,USD_CAP,A,1968,3090.801782,
FRA,GDP,TOT,USD_CAP,A,1969,3480.062658,
FRA,GDP,TOT,USD_CAP,A,1970,3706.458535,
FRA,GDP,TOT,USD_CAP,A,1971,4062.976659,
FRA,GDP,TOT,USD_CAP,A,1972,4390.974164,
FRA,GDP,TOT,USD_CAP,A,1973,4884.148746,
FRA,GDP,TOT,USD_CAP,A,1974,5516.265781,
FRA,GDP,TOT,USD_CAP,A,1975,5941.424121,
FRA,GDP,TOT,USD_CAP,A,1976,6513.742406,
FRA,GDP,TOT,USD_CAP,A,1977,7124.486981,
FRA,GDP,TOT,USD_CAP,A,1978,7893.220764,
FRA,GDP,TOT,USD_CAP,A,1979,8809.120096,
FRA,GDP,TOT,USD_CAP,A,1980,9704.644349,
FRA,GDP,TOT,USD_CAP,A,1981,10663.25366,
FRA,GDP,TOT,USD_CAP,A,1982,11538.71122,
FRA,GDP,TOT,USD_CAP,A,1983,12077.30432,
FRA,GDP,TOT,USD_CAP,A,1984,12632.75455,
FRA,GDP,TOT,USD_CAP,A,1985,13182.39003,
FRA,GDP,TOT,USD_CAP,A,1986,13690.68901,
FRA,GDP,TOT,USD_CAP,A,1987,14316.86374,
FRA,GDP,TOT,USD_CAP,A,1988,15429.14159,
FRA,GDP,TOT,USD_CAP,A,1989,16623.87349,
FRA,GDP,TOT,USD_CAP,A,1990,17643.73542,
FRA,GDP,TOT,USD_CAP,A,1991,18326.20767,
FRA,GDP,TOT,USD_CAP,A,1992,18945.34479,
FRA,GDP,TOT,USD_CAP,A,1993,19187.59138,
FRA,GDP,TOT,USD_CAP,A,1994,19981.39072,
FRA,GDP,TOT,USD_CAP,A,1995,20748.16289,
FRA,GDP,TOT,USD_CAP,A,1996,21330.79311,
FRA,GDP,TOT,USD_CAP,A,1997,22234.82535,
FRA,GDP,TOT,USD_CAP,A,1998,23343.98834,
FRA,GDP,TOT,USD_CAP,A,1999,24311.40386,
FRA,GDP,TOT,USD_CAP,A,2000,26094.16021,
FRA,GDP,TOT,USD_CAP,A,2001,27528.66392,
FRA,GDP,TOT,USD_CAP,A,2002,28528.15611,
FRA,GDP,TOT,USD_CAP,A,2003,28144.01535,
FRA,GDP,TOT,USD_CAP,A,2004,29048.97164,
FRA,GDP,TOT,USD_CAP,A,2005,30504.05878,
FRA,GDP,TOT,USD_CAP,A,2006,32445.3903,
FRA,GDP,TOT,USD_CAP,A,2007,34089.50946,
FRA,GDP,TOT,USD_CAP,A,2008,35102.87043,
FRA,GDP,TOT,USD_CAP,A,2009,34687.00956,
FRA,GDP,TOT,USD_CAP,A,2010,35944.16577,
FRA,GDP,TOT,USD_CAP,A,2011,37447.94954,
FRA,GDP,TOT,USD_CAP,A,2012,37684.19807,
FRA,GDP,TOT,USD_CAP,A,2013,39529.07265,
FRA,GDP,TOT,USD_CAP,A,2014,40144.66488,
FRA,GDP,TOT,USD_CAP,A,2015,40564.66476,
FRA,GDP,TOT,USD_CAP,A,2016,41357.83526,P
FRA,GDP,TOT,USD_CAP,A,2017,42858.45494,P
DEU,GDP,TOT,MLN_USD,A,1970,314570.0775,E
DEU,GDP,TOT,MLN_USD,A,1971,340897.9241,E
DEU,GDP,TOT,MLN_USD,A,1972,370950.5743,E
DEU,GDP,TOT,MLN_USD,A,1973,409824.4125,E
DEU,GDP,TOT,MLN_USD,A,1974,450614.5938,E
DEU,GDP,TOT,MLN_USD,A,1975,488080.5511,E
DEU,GDP,TOT,MLN_USD,A,1976,540353.295,E
DEU,GDP,TOT,MLN_USD,A,1977,593079.9588,E
DEU,GDP,TOT,MLN_USD,A,1978,653817.2801,E
DEU,GDP,TOT,MLN_USD,A,1979,737171.8618,E
DEU,GDP,TOT,MLN_USD,A,1980,814976.0745,E
DEU,GDP,TOT,MLN_USD,A,1981,895780.094,E
DEU,GDP,TOT,MLN_USD,A,1982,947595.6344,E
DEU,GDP,TOT,MLN_USD,A,1983,1000498.588,E
DEU,GDP,TOT,MLN_USD,A,1984,1065244.354,E
DEU,GDP,TOT,MLN_USD,A,1985,1124919.69,E
DEU,GDP,TOT,MLN_USD,A,1986,1173866.217,E
DEU,GDP,TOT,MLN_USD,A,1987,1220694.325,E
DEU,GDP,TOT,MLN_USD,A,1988,1310267.971,E
DEU,GDP,TOT,MLN_USD,A,1989,1414251.754,E
DEU,GDP,TOT,MLN_USD,A,1990,1543635.335,E
DEU,GDP,TOT,MLN_USD,A,1991,1676493,
DEU,GDP,TOT,MLN_USD,A,1992,1747697.206,
DEU,GDP,TOT,MLN_USD,A,1993,1772171.023,
DEU,GDP,TOT,MLN_USD,A,1994,1854360.786,
DEU,GDP,TOT,MLN_USD,A,1995,1925930.931,
DEU,GDP,TOT,MLN_USD,A,1996,1974504.288,
DEU,GDP,TOT,MLN_USD,A,1997,2020777.962,
DEU,GDP,TOT,MLN_USD,A,1998,2081691.019,
DEU,GDP,TOT,MLN_USD,A,1999,2164175.515,
DEU,GDP,TOT,MLN_USD,A,2000,2243861.845,
DEU,GDP,TOT,MLN_USD,A,2001,2346939.564,
DEU,GDP,TOT,MLN_USD,A,2002,2419131.852,
DEU,GDP,TOT,MLN_USD,A,2003,2475028.683,
DEU,GDP,TOT,MLN_USD,A,2004,2593372.598,
DEU,GDP,TOT,MLN_USD,A,2005,2636420.108,
DEU,GDP,TOT,MLN_USD,A,2006,2821082.549,
DEU,GDP,TOT,MLN_USD,A,2007,2998159.129,
DEU,GDP,TOT,MLN_USD,A,2008,3122546.721,
DEU,GDP,TOT,MLN_USD,A,2009,3033317.307,
DEU,GDP,TOT,MLN_USD,A,2010,3207750.904,
DEU,GDP,TOT,MLN_USD,A,2011,3427140.576,
DEU,GDP,TOT,MLN_USD,A,2012,3503684.207,
DEU,GDP,TOT,MLN_USD,A,2013,3647777.594,
DEU,GDP,TOT,MLN_USD,A,2014,3813669.027,
DEU,GDP,TOT,MLN_USD,A,2015,3905507.303,
DEU,GDP,TOT,MLN_USD,A,2016,4030399.461,
DEU,GDP,TOT,MLN_USD,A,2017,4187584.996,
DEU,GDP,TOT,USD_CAP,A,1970,4048.05206,E
DEU,GDP,TOT,USD_CAP,A,1971,4351.240335,E
DEU,GDP,TOT,USD_CAP,A,1972,4712.577962,E
DEU,GDP,TOT,USD_CAP,A,1973,5190.541726,E
DEU,GDP,TOT,USD_CAP,A,1974,5705.498851,E
DEU,GDP,TOT,USD_CAP,A,1975,6203.441212,E
DEU,GDP,TOT,USD_CAP,A,1976,6899.565803,E
DEU,GDP,TOT,USD_CAP,A,1977,7587.538653,E
DEU,GDP,TOT,USD_CAP,A,1978,8373.469943,E
DEU,GDP,TOT,USD_CAP,A,1979,9438.336856,E
DEU,GDP,TOT,USD_CAP,A,1980,10407.98021,E
DEU,GDP,TOT,USD_CAP,A,1981,11423.14384,E
DEU,GDP,TOT,USD_CAP,A,1982,12096.70817,E
DEU,GDP,TOT,USD_CAP,A,1983,12806.87371,E
DEU,GDP,TOT,USD_CAP,A,1984,13683.99602,E
DEU,GDP,TOT,USD_CAP,A,1985,14483.69586,E
DEU,GDP,TOT,USD_CAP,A,1986,15109.61794,E
DEU,GDP,TOT,USD_CAP,A,1987,15706.71306,E
DEU,GDP,TOT,USD_CAP,A,1988,16773.57705,E
DEU,GDP,TOT,USD_CAP,A,1989,17975.41536,E
DEU,GDP,TOT,USD_CAP,A,1990,19450.06974,E
DEU,GDP,TOT,USD_CAP,A,1991,20963.23759,
DEU,GDP,TOT,USD_CAP,A,1992,21710.5243,
DEU,GDP,TOT,USD_CAP,A,1993,21893.25011,
DEU,GDP,TOT,USD_CAP,A,1994,22851.87112,
DEU,GDP,TOT,USD_CAP,A,1995,23686.85653,
DEU,GDP,TOT,USD_CAP,A,1996,24237.15769,
DEU,GDP,TOT,USD_CAP,A,1997,24791.77969,
DEU,GDP,TOT,USD_CAP,A,1998,25559.15599,
DEU,GDP,TOT,USD_CAP,A,1999,26579.73908,
DEU,GDP,TOT,USD_CAP,A,2000,27546.58095,
DEU,GDP,TOT,USD_CAP,A,2001,28790.79903,
DEU,GDP,TOT,USD_CAP,A,2002,29654.21869,
DEU,GDP,TOT,USD_CAP,A,2003,30350.20273,
DEU,GDP,TOT,USD_CAP,A,2004,31837.71113,
DEU,GDP,TOT,USD_CAP,A,2005,32413.54006,
DEU,GDP,TOT,USD_CAP,A,2006,34753.95204,
DEU,GDP,TOT,USD_CAP,A,2007,37017.96634,
DEU,GDP,TOT,USD_CAP,A,2008,38662.60613,
DEU,GDP,TOT,USD_CAP,A,2009,37688.91949,
DEU,GDP,TOT,USD_CAP,A,2010,39955.04588,
DEU,GDP,TOT,USD_CAP,A,2011,42692.50173,
DEU,GDP,TOT,USD_CAP,A,2012,43564.07389,
DEU,GDP,TOT,USD_CAP,A,2013,45231.97175,
DEU,GDP,TOT,USD_CAP,A,2014,47092.21722,
DEU,GDP,TOT,USD_CAP,A,2015,47810.63453,
DEU,GDP,TOT,USD_CAP,A,2016,48942.90715,
DEU,GDP,TOT,USD_CAP,A,2017,50648.71365,
GRC,GDP,TOT,MLN_USD,A,1960,6847.8661,E
GRC,GDP,TOT,MLN_USD,A,1961,10059.6509,E
GRC,GDP,TOT,MLN_USD,A,1962,10327.582,E
GRC,GDP,TOT,MLN_USD,A,1963,11720.0603,E
GRC,GDP,TOT,MLN_USD,A,1964,13052.8407,E
GRC,GDP,TOT,MLN_USD,A,1965,14862.2163,E
GRC,GDP,TOT,MLN_USD,A,1966,16379.7353,E
GRC,GDP,TOT,MLN_USD,A,1967,17805.3338,E
GRC,GDP,TOT,MLN_USD,A,1968,20016.1566,E
GRC,GDP,TOT,MLN_USD,A,1969,23485.9072,E
GRC,GDP,TOT,MLN_USD,A,1970,27565.2078,E
GRC,GDP,TOT,MLN_USD,A,1971,31236.0745,E
GRC,GDP,TOT,MLN_USD,A,1972,35899.3792,E
GRC,GDP,TOT,MLN_USD,A,1973,40916.248,E
GRC,GDP,TOT,MLN_USD,A,1974,41720.8548,E
GRC,GDP,TOT,MLN_USD,A,1975,48487.0971,E
GRC,GDP,TOT,MLN_USD,A,1976,54653.1692,E
GRC,GDP,TOT,MLN_USD,A,1977,59750.342,E
GRC,GDP,TOT,MLN_USD,A,1978,68579.6254,E
GRC,GDP,TOT,MLN_USD,A,1979,76678.154,E
